gateNo,typeAccepted,refuelingCapable,maxCartsAccepted,stationName,,stationName,location,,trainNo,departureTime,arrivalTime,routeStatus,,trainNo,totalLocomotiveCarts,totalTransportCarts,totalPassengerCarts,rdyForUtil,stationName
81466,cargo,No,93,Qinghai Station,,Qinghai Station,Qinghai,,"99,256,753,142.00",21:55,,On-Time,,"99,256,753,142.00",2,19,11,TRUE,Qinghai Station
83101,passenger,Yes,85,Jhang Station,,Jhang Station,Jhang,,"47,170,740,236.00",03:29,,Boarding,,"47,170,740,236.00",1,8,9,TRUE,Jhang Station
12281,passenger,Yes,80,Reynosa Station,,Reynosa Station,Reynosa,,"12,216,065,625.00",03:56,,Arrived,,"12,216,065,625.00",0,3,15,TRUE,Reynosa Station
2605,cargo,Yes,60,Mandi Bahauddin Station,,Mandi Bahauddin Station,Mandi Bahauddin,,"86,956,808,440.00",01:45,,Early,,"86,956,808,440.00",0,8,4,FALSE,Mandi Bahauddin Station
29532,passenger,Yes,72,Edremit Station,,Edremit Station,Edremit,,"65,730,256,529.00",09:31,,On-Time,,"65,730,256,529.00",0,8,12,FALSE,Edremit Station
24130,cargo,No,100,Cali Station,,Cali Station,Cali,,"11,516,157,172.00",01:39,,Early,,"11,516,157,172.00",0,11,13,TRUE,Cali Station
60464,cargo,No,45,Saalfelden am Steinernen Meer Station,,Saalfelden am Steinernen Meer Station,Saalfelden am Steinernen Meer,,"44,850,187,955.00",14:38,,On-Time,,"44,850,187,955.00",1,15,15,TRUE,Saalfelden am Steinernen Meer Station
97710,cargo,Yes,61,Kemerovo Station,,Kemerovo Station,Kemerovo,,"71,761,906,947.00",14:16,,Early,,"71,761,906,947.00",2,5,15,FALSE,Kemerovo Station
50210,passenger,Yes,62,Ceyhan Station,,Ceyhan Station,Ceyhan,,"18,047,808,439.00",12:06,,Early,,"18,047,808,439.00",1,11,9,FALSE,Ceyhan Station
96019,cargo,No,59,Sfruz Station,,Sfruz Station,Sfruz,,"26,905,953,305.00",13:17,,Early,,"26,905,953,305.00",1,12,18,TRUE,Sfruz Station
41697,passenger,No,93,Ebenthal in KÃ¤rnten Station,,Ebenthal in KÃ¤rnten Station,Ebenthal in KÃ¤rnten,,"15,343,608,819.00",15:34,,Early,,"15,343,608,819.00",1,4,16,TRUE,Ebenthal in KÃ¤rnten Station
77855,cargo,Yes,84,MÃ©rida Station,,MÃ©rida Station,MÃ©rida,,"44,300,525,128.00",15:46,,Early,,"44,300,525,128.00",1,15,19,TRUE,MÃ©rida Station
70639,cargo,Yes,37,Belcarra Station,,Belcarra Station,Belcarra,,"97,771,117,029.00",00:31,,Early,,"97,771,117,029.00",1,0,12,TRUE,Belcarra Station
81015,cargo,Yes,91,ColbÃºn Station,,ColbÃºn Station,ColbÃºn,,"60,684,476,104.00",09:52,,On-Time,,"60,684,476,104.00",1,11,19,TRUE,ColbÃºn Station
69417,cargo,Yes,37,Palmerston Station,,Palmerston Station,Palmerston,,"6,066,983,076.00",00:36,,Boarding,,"6,066,983,076.00",1,8,10,FALSE,Palmerston Station
48456,cargo,Yes,32,Cardedu Station,,Cardedu Station,Cardedu,,"93,287,757,797.00",02:25,,On-Time,,"93,287,757,797.00",0,4,3,TRUE,Cardedu Station
550,cargo,No,58,Cheonan Station,,Cheonan Station,Cheonan,,"73,741,942,376.00",15:59,,On-Time,,"73,741,942,376.00",1,7,8,FALSE,Cheonan Station
50170,cargo,Yes,83,Louisville Station,,Louisville Station,Louisville,,"37,395,824,414.00",03:56,,Early,,"37,395,824,414.00",2,16,16,TRUE,Louisville Station
91118,cargo,Yes,72,Munich Station,,Munich Station,Munich,,"84,634,853,086.00",13:02,,Early,,"84,634,853,086.00",1,1,19,FALSE,Munich Station
76912,passenger,Yes,55,Campos dos Goytacazes Station,,Campos dos Goytacazes Station,Campos dos Goytacazes,,"35,576,493,738.00",07:51,,On-Time,,"35,576,493,738.00",2,2,15,FALSE,Campos dos Goytacazes Station
99675,cargo,No,78,BorlÃ¤nge Station,,BorlÃ¤nge Station,BorlÃ¤nge,,"48,090,736,272.00",19:37,,Arrived,,"48,090,736,272.00",1,9,3,TRUE,BorlÃ¤nge Station
65397,passenger,No,66,Tarma Station,,Tarma Station,Tarma,,"23,726,034,624.00",21:19,,On-Time,,"23,726,034,624.00",1,20,19,TRUE,Tarma Station
71645,cargo,No,61,CuliacÃ¡n Station,,CuliacÃ¡n Station,CuliacÃ¡n,,"99,851,081,344.00",02:40,,Boarding,,"99,851,081,344.00",1,12,11,TRUE,CuliacÃ¡n Station
83341,cargo,No,32,Ipswich Station,,Ipswich Station,Ipswich,,"20,394,385,205.00",10:10,,Scheduled,,"20,394,385,205.00",0,20,20,FALSE,Ipswich Station
51968,passenger,Yes,84,Erchie Station,,Erchie Station,Erchie,,"69,060,381,663.00",10:31,,Early,,"69,060,381,663.00",2,12,11,TRUE,Erchie Station
75196,passenger,Yes,45,Zapallar Station,,Zapallar Station,Zapallar,,"89,024,363,705.00",02:24,,Arrived,,"89,024,363,705.00",2,9,14,TRUE,Zapallar Station
17881,passenger,No,64,Suwon Station,,Suwon Station,Suwon,,"32,388,390,189.00",21:09,,Boarding,,"32,388,390,189.00",0,14,7,FALSE,Suwon Station
43160,cargo,Yes,70,Báº¯c Giang Station,,Báº¯c Giang Station,Báº¯c Giang,,"9,130,650,025.00",22:10,,On-Time,,"9,130,650,025.00",1,16,5,FALSE,Báº¯c Giang Station
65249,cargo,No,19,ValÃ©ncia Station,,ValÃ©ncia Station,ValÃ©ncia,,"14,726,594,356.00",02:14,,Scheduled,,"14,726,594,356.00",2,19,12,TRUE,ValÃ©ncia Station
98809,passenger,Yes,15,BorÃ¥s Station,,BorÃ¥s Station,BorÃ¥s,,"19,247,518,240.00",14:32,,Early,,"19,247,518,240.00",2,17,9,TRUE,BorÃ¥s Station
53164,passenger,Yes,97,Okpoko Station,,Okpoko Station,Okpoko,,"9,868,130,851.00",15:52,,On-Time,,"9,868,130,851.00",1,17,1,TRUE,Okpoko Station
4477,cargo,No,38,Samsun Station,,Samsun Station,Samsun,,"68,526,216,305.00",17:49,,Arrived,,"68,526,216,305.00",1,10,18,TRUE,Samsun Station
24162,cargo,Yes,64,Woerden Station,,Woerden Station,Woerden,,"81,765,914,647.00",11:04,,On-Time,,"81,765,914,647.00",2,15,9,FALSE,Woerden Station
5149,passenger,No,68,Santa Cruz de Tenerife Station,,Santa Cruz de Tenerife Station,Santa Cruz de Tenerife,,"82,897,918,662.00",06:56,,Boarding,,"82,897,918,662.00",1,14,11,TRUE,Santa Cruz de Tenerife Station
32760,cargo,No,30,Voronezh Station,,Voronezh Station,Voronezh,,"34,170,289,169.00",14:12,,Boarding,,"34,170,289,169.00",1,19,15,FALSE,Voronezh Station
28235,passenger,Yes,32,Linz Station,,Linz Station,Linz,,"95,967,409,390.00",19:34,,Boarding,,"95,967,409,390.00",1,13,8,TRUE,Linz Station
77483,cargo,Yes,16,Whitehaven Station,,Whitehaven Station,Whitehaven,,"3,396,406,355.00",07:48,,Arrived,,"3,396,406,355.00",2,13,17,FALSE,Whitehaven Station
58144,passenger,No,82,Gavirate Station,,Gavirate Station,Gavirate,,"19,072,700,263.00",22:29,,On-Time,,"19,072,700,263.00",1,18,11,FALSE,Gavirate Station
58018,passenger,No,35,Napier Station,,Napier Station,Napier,,"87,739,954,797.00",16:20,,Early,,"87,739,954,797.00",2,19,20,TRUE,Napier Station
23197,passenger,Yes,90,Savannah Station,,Savannah Station,Savannah,,"95,677,392,498.00",17:56,,On-Time,,"95,677,392,498.00",0,13,9,TRUE,Savannah Station
27749,cargo,No,60,Tournefeuille Station,,Tournefeuille Station,Tournefeuille,,"28,040,032,401.00",11:50,,Arrived,,"28,040,032,401.00",1,10,7,FALSE,Tournefeuille Station
80063,passenger,No,22,Metz Station,,Metz Station,Metz,,"27,783,125,175.00",03:30,,Early,,"27,783,125,175.00",1,2,16,TRUE,Metz Station
32451,passenger,Yes,84,Rio Verde Station,,Rio Verde Station,Rio Verde,,"12,391,192,268.00",16:57,,Early,,"12,391,192,268.00",0,1,4,FALSE,Rio Verde Station
85148,cargo,No,96,Serang Station,,Serang Station,Serang,,"67,864,058,882.00",20:29,,Early,,"67,864,058,882.00",0,14,1,TRUE,Serang Station
96167,passenger,No,85,Dunedin Station,,Dunedin Station,Dunedin,,"23,822,075,057.00",21:36,,On-Time,,"23,822,075,057.00",2,18,11,FALSE,Dunedin Station
27247,passenger,Yes,91,Wonju Station,,Wonju Station,Wonju,,"47,500,687,406.00",12:49,,Scheduled,,"47,500,687,406.00",1,17,9,FALSE,Wonju Station
5195,cargo,No,55,Minna Station,,Minna Station,Minna,,"54,978,110,764.00",15:31,,On-Time,,"54,978,110,764.00",1,12,5,TRUE,Minna Station
80625,cargo,No,32,La Paz Station,,La Paz Station,La Paz,,"73,396,951,828.00",14:31,,Arrived,,"73,396,951,828.00",1,15,2,FALSE,La Paz Station
68521,passenger,Yes,63,Cartagena Station,,Cartagena Station,Cartagena,,"94,540,258,712.00",09:17,,Arrived,,"94,540,258,712.00",1,15,16,FALSE,Cartagena Station
61280,passenger,No,55,Veenendaal Station,,Veenendaal Station,Veenendaal,,"60,700,000,000.00",03:22,,Early,,"60,700,000,000.00",2,14,3,TRUE,Veenendaal Station
21337,passenger,No,63,Lafayette Station,,Lafayette Station,Lafayette,,"9,040,000,000.00",12:15,,Arrived,,"9,040,000,000.00",1,13,7,TRUE,Lafayette Station
81353,cargo,Yes,74,Sudhanoti Station,,Sudhanoti Station,Sudhanoti,,"16,400,000,000.00",04:08,,Early,,"16,400,000,000.00",1,11,19,TRUE,Sudhanoti Station
61279,cargo,No,75,Cáº§n ThÆ¡ Station,,Cáº§n ThÆ¡ Station,Cáº§n ThÆ¡,,"61,800,000,000.00",19:03,,Early,,"61,800,000,000.00",2,19,19,FALSE,Cáº§n ThÆ¡ Station
6290,passenger,No,42,Fujian Station,,Fujian Station,Fujian,,"53,600,000,000.00",20:03,,Boarding,,"53,600,000,000.00",2,8,1,TRUE,Fujian Station
36597,passenger,Yes,45,Port Lincoln Station,,Port Lincoln Station,Port Lincoln,,"13,200,000,000.00",09:35,,On-Time,,"13,200,000,000.00",0,16,16,FALSE,Port Lincoln Station
84137,passenger,No,67,Shanghai Station,,Shanghai Station,Shanghai,,"24,400,000,000.00",11:38,,Boarding,,"24,400,000,000.00",1,1,16,FALSE,Shanghai Station
27598,cargo,Yes,78,Gunsan Station,,Gunsan Station,Gunsan,,"77,400,000,000.00",23:27,,Scheduled,,"77,400,000,000.00",1,19,18,TRUE,Gunsan Station
37256,passenger,Yes,27,Karacabey Station,,Karacabey Station,Karacabey,,"85,000,000,000.00",04:04,,Early,,"85,000,000,000.00",2,20,4,TRUE,Karacabey Station
56262,cargo,No,65,Istres Station,,Istres Station,Istres,,"2,920,000,000.00",18:28,,Boarding,,"2,920,000,000.00",1,6,5,FALSE,Istres Station
68987,passenger,No,83,Bhiwani Station,,Bhiwani Station,Bhiwani,,"22,500,000,000.00",17:50,,On-Time,,"22,500,000,000.00",1,3,0,FALSE,Bhiwani Station
48883,cargo,No,65,Jeonju Station,,Jeonju Station,Jeonju,,"18,000,000,000.00",13:07,,Early,,"18,000,000,000.00",2,11,10,FALSE,Jeonju Station
51681,passenger,No,66,Guwahati Station,,Guwahati Station,Guwahati,,"69,200,000,000.00",10:46,,Boarding,,"69,200,000,000.00",1,8,5,FALSE,Guwahati Station
14169,cargo,No,59,Whangarei Station,,Whangarei Station,Whangarei,,"76,500,000,000.00",01:23,,On-Time,,"76,500,000,000.00",1,13,5,FALSE,Whangarei Station
12075,cargo,Yes,86,Ä°zmit Station,,Ä°zmit Station,Ä°zmit,,"39,800,000,000.00",22:57,,Arrived,,"39,800,000,000.00",1,3,10,FALSE,Ä°zmit Station
30086,cargo,No,91,Jeongeup Station,,Jeongeup Station,Jeongeup,,"17,300,000,000.00",22:13,,On-Time,,"17,300,000,000.00",2,15,15,TRUE,Jeongeup Station
11301,passenger,No,96,Yorkton Station,,Yorkton Station,Yorkton,,"30,800,000,000.00",03:05,,Boarding,,"30,800,000,000.00",2,3,3,FALSE,Yorkton Station
89337,passenger,No,82,Pelarco Station,,Pelarco Station,Pelarco,,"79,400,000,000.00",14:27,,On-Time,,"79,400,000,000.00",0,19,13,FALSE,Pelarco Station
39823,cargo,Yes,65,Segovia Station,,Segovia Station,Segovia,,"57,700,000,000.00",06:58,,Early,,"57,700,000,000.00",0,2,15,FALSE,Segovia Station
30276,cargo,No,16,Altach Station,,Altach Station,Altach,,"11,900,000,000.00",07:44,,Early,,"11,900,000,000.00",0,7,15,FALSE,Altach Station
74311,cargo,Yes,18,SkÃ¶vde Station,,SkÃ¶vde Station,SkÃ¶vde,,"72,000,000,000.00",17:04,,Early,,"72,000,000,000.00",0,8,8,FALSE,SkÃ¶vde Station
52240,passenger,Yes,78,DoÃ±ihue Station,,DoÃ±ihue Station,DoÃ±ihue,,"20,000,000,000.00",14:08,,Boarding,,"20,000,000,000.00",1,1,6,FALSE,DoÃ±ihue Station
97146,passenger,Yes,54,GravataÃ­ Station,,GravataÃ­ Station,GravataÃ­,,"90,800,000,000.00",17:10,,Early,,"90,800,000,000.00",2,6,16,FALSE,GravataÃ­ Station
83019,passenger,Yes,88,Jecheon Station,,Jecheon Station,Jecheon,,"5,800,000,000.00",20:04,,Boarding,,"5,800,000,000.00",2,2,20,TRUE,Jecheon Station
14198,passenger,Yes,80,Nazilli Station,,Nazilli Station,Nazilli,,"96,000,000,000.00",10:30,,On-Time,,"96,000,000,000.00",0,3,11,TRUE,Nazilli Station
93770,cargo,Yes,47,Lewiston Station,,Lewiston Station,Lewiston,,"4,240,000,000.00",15:04,,Arrived,,"4,240,000,000.00",0,9,9,TRUE,Lewiston Station
38343,cargo,No,82,Coevorden Station,,Coevorden Station,Coevorden,,"59,500,000,000.00",05:02,,On-Time,,"59,500,000,000.00",2,19,0,FALSE,Coevorden Station
85931,passenger,No,48,Hattem Station,,Hattem Station,Hattem,,"26,000,000,000.00",01:15,,Scheduled,,"26,000,000,000.00",2,19,12,TRUE,Hattem Station
85986,cargo,No,38,Greenlaw Station,,Greenlaw Station,Greenlaw,,"19,800,000,000.00",13:44,,Early,,"19,800,000,000.00",2,5,18,TRUE,Greenlaw Station
16779,cargo,No,36,Tuscaloosa Station,,Tuscaloosa Station,Tuscaloosa,,"44,300,000,000.00",10:35,,Scheduled,,"44,300,000,000.00",1,17,13,FALSE,Tuscaloosa Station
90530,passenger,Yes,92,Conca Casale Station,,Conca Casale Station,Conca Casale,,"5,900,000,000.00",13:36,,Scheduled,,"5,900,000,000.00",2,13,16,TRUE,Conca Casale Station
17921,cargo,Yes,95,Cumaribo Station,,Cumaribo Station,Cumaribo,,"59,000,000,000.00",12:33,,Scheduled,,"59,000,000,000.00",2,1,19,TRUE,Cumaribo Station
57080,cargo,No,14,Gisborne Station,,Gisborne Station,Gisborne,,"11,400,000,000.00",02:39,,Arrived,,"11,400,000,000.00",0,5,12,TRUE,Gisborne Station
97586,passenger,No,91,KhoÃ¡i ChÃ¢u Station,,KhoÃ¡i ChÃ¢u Station,KhoÃ¡i ChÃ¢u,,"50,800,000,000.00",19:38,,Boarding,,"50,800,000,000.00",1,13,16,FALSE,KhoÃ¡i ChÃ¢u Station
7622,cargo,Yes,55,MarabÃ¡ Station,,MarabÃ¡ Station,MarabÃ¡,,"69,100,000,000.00",22:02,,Early,,"69,100,000,000.00",0,10,1,FALSE,MarabÃ¡ Station
21922,passenger,No,95,ParaÃ­so Station,,ParaÃ­so Station,ParaÃ­so,,"26,600,000,000.00",02:37,,Scheduled,,"26,600,000,000.00",0,12,8,FALSE,ParaÃ­so Station
2494,passenger,No,56,Frederick Station,,Frederick Station,Frederick,,"87,300,000,000.00",13:18,,Arrived,,"87,300,000,000.00",2,16,18,FALSE,Frederick Station
51865,cargo,No,14,Bunbury Station,,Bunbury Station,Bunbury,,"32,900,000,000.00",21:22,,Arrived,,"32,900,000,000.00",1,6,10,FALSE,Bunbury Station
18709,cargo,No,59,Las Palmas Station,,Las Palmas Station,Las Palmas,,"18,400,000,000.00",11:45,,Scheduled,,"18,400,000,000.00",1,17,19,TRUE,Las Palmas Station
24496,passenger,No,66,Bilbo Station,,Bilbo Station,Bilbo,,"56,400,000,000.00",11:38,,Arrived,,"56,400,000,000.00",1,8,19,TRUE,Bilbo Station
35216,cargo,Yes,58,Hallein Station,,Hallein Station,Hallein,,"76,500,000,000.00",07:07,,On-Time,,"76,500,000,000.00",2,11,7,TRUE,Hallein Station
39397,cargo,No,97,Montignies-sur-Sambre Station,,Montignies-sur-Sambre Station,Montignies-sur-Sambre,,"46,500,000,000.00",23:08,,On-Time,,"46,500,000,000.00",1,10,18,FALSE,Montignies-sur-Sambre Station
51679,cargo,Yes,30,Natales Station,,Natales Station,Natales,,"39,100,000,000.00",06:23,,Early,,"39,100,000,000.00",1,4,16,TRUE,Natales Station
73399,passenger,Yes,42,Macau Station,,Macau Station,Macau,,"5,570,000,000.00",02:11,,Boarding,,"5,570,000,000.00",1,6,2,TRUE,Macau Station
9394,cargo,Yes,22,Port Blair Station,,Port Blair Station,Port Blair,,"73,800,000,000.00",13:42,,Early,,"73,800,000,000.00",1,15,0,FALSE,Port Blair Station
42971,passenger,Yes,19,Alto Hospicio Station,,Alto Hospicio Station,Alto Hospicio,,"92,600,000,000.00",07:01,,Boarding,,"92,600,000,000.00",2,9,10,TRUE,Alto Hospicio Station
21368,passenger,No,66,Alto del Carmen Station,,Alto del Carmen Station,Alto del Carmen,,"57,500,000,000.00",11:41,,On-Time,,"57,500,000,000.00",0,13,2,FALSE,Alto del Carmen Station
99576,cargo,Yes,82,Mielec Station,,Mielec Station,Mielec,,"34,200,000,000.00",00:12,,Early,,"34,200,000,000.00",1,15,15,FALSE,Mielec Station
97228,passenger,Yes,56,Itanagar Station,,Itanagar Station,Itanagar,,"91,700,000,000.00",02:28,,On-Time,,"91,700,000,000.00",1,6,12,FALSE,Itanagar Station
60440,passenger,Yes,34,Mamuju Station,,Mamuju Station,Mamuju,,"20,800,000,000.00",07:33,,Early,,"20,800,000,000.00",0,0,2,FALSE,Mamuju Station
35699,cargo,Yes,20,Portigliola Station,,Portigliola Station,Portigliola,,"35,200,000,000.00",23:06,,Boarding,,"35,200,000,000.00",2,20,7,TRUE,Portigliola Station
13035,cargo,Yes,41,Kelowna Station,,Kelowna Station,Kelowna,,"67,700,000,000.00",02:05,,Arrived,,"67,700,000,000.00",1,3,14,FALSE,Kelowna Station
80356,passenger,Yes,73,Tianjin Station,,Tianjin Station,Tianjin,,"25,400,000,000.00",08:06,,On-Time,,"25,400,000,000.00",2,14,14,FALSE,Tianjin Station
6760,cargo,No,48,Wolfsberg Station,,Wolfsberg Station,Wolfsberg,,"39,500,000,000.00",02:53,,Arrived,,"39,500,000,000.00",1,17,11,TRUE,Wolfsberg Station
18894,cargo,No,75,Saint-Nazaire Station,,Saint-Nazaire Station,Saint-Nazaire,,"80,700,000,000.00",12:27,,Boarding,,"80,700,000,000.00",1,1,4,FALSE,Saint-Nazaire Station
96790,passenger,No,29,KuÅŸadasÄ± Station,,KuÅŸadasÄ± Station,KuÅŸadasÄ±,,"57,700,000,000.00",18:48,,Early,,"57,700,000,000.00",0,3,0,FALSE,KuÅŸadasÄ± Station
74480,passenger,Yes,41,Belfort Station,,Belfort Station,Belfort,,"94,200,000,000.00",01:36,,Early,,"94,200,000,000.00",2,9,15,TRUE,Belfort Station
47480,cargo,Yes,64,Motueka Station,,Motueka Station,Motueka,,"40,000,000,000.00",06:08,,Early,,"40,000,000,000.00",1,19,8,TRUE,Motueka Station
27407,cargo,No,29,Birmingham Station,,Birmingham Station,Birmingham,,"6,400,000,000.00",04:12,,Early,,"6,400,000,000.00",1,18,18,FALSE,Birmingham Station
31118,cargo,Yes,47,Moscow Station,,Moscow Station,Moscow,,"33,300,000,000.00",01:05,,Arrived,,"33,300,000,000.00",1,8,7,TRUE,Moscow Station
95871,passenger,No,22,EÅ‚k Station,,EÅ‚k Station,EÅ‚k,,"70,600,000,000.00",04:25,,On-Time,,"70,600,000,000.00",1,9,4,TRUE,EÅ‚k Station
83601,cargo,Yes,69,TuyÃªn Quang Station,,TuyÃªn Quang Station,TuyÃªn Quang,,"85,600,000,000.00",22:56,,Arrived,,"85,600,000,000.00",2,19,1,TRUE,TuyÃªn Quang Station
4878,cargo,Yes,88,Washuk Station,,Washuk Station,Washuk,,"58,300,000,000.00",13:07,,Arrived,,"58,300,000,000.00",2,5,2,FALSE,Washuk Station
86257,cargo,No,32,Berwick Station,,Berwick Station,Berwick,,"68,700,000,000.00",13:34,,Boarding,,"68,700,000,000.00",1,1,12,TRUE,Berwick Station
34543,passenger,Yes,64,LuziÃ¢nia Station,,LuziÃ¢nia Station,LuziÃ¢nia,,"544,000,000.00",20:04,,Early,,"544,000,000.00",1,18,13,FALSE,LuziÃ¢nia Station
39496,passenger,Yes,17,Korkino Station,,Korkino Station,Korkino,,"81,700,000,000.00",18:30,,Scheduled,,"81,700,000,000.00",0,9,19,TRUE,Korkino Station
91938,passenger,Yes,65,Oldenzaal Station,,Oldenzaal Station,Oldenzaal,,"19,100,000,000.00",22:12,,Early,,"19,100,000,000.00",1,0,1,TRUE,Oldenzaal Station
9306,passenger,Yes,28,Darwin Station,,Darwin Station,Darwin,,"42,000,000,000.00",03:57,,Early,,"42,000,000,000.00",1,13,2,FALSE,Darwin Station
30589,passenger,Yes,88,Vernon Station,,Vernon Station,Vernon,,"1,010,000,000.00",00:20,,Arrived,,"1,010,000,000.00",0,16,11,FALSE,Vernon Station
42399,passenger,Yes,47,Mataram Station,,Mataram Station,Mataram,,"79,900,000,000.00",11:23,,On-Time,,"79,900,000,000.00",0,19,1,TRUE,Mataram Station
87682,cargo,Yes,61,Cuautla Station,,Cuautla Station,Cuautla,,"6,070,000,000.00",13:54,,Boarding,,"6,070,000,000.00",2,6,12,TRUE,Cuautla Station
68627,passenger,Yes,46,Southaven Station,,Southaven Station,Southaven,,"82,500,000,000.00",18:08,,On-Time,,"82,500,000,000.00",0,2,4,FALSE,Southaven Station
19177,cargo,Yes,23,Ostrowiec ÅšwiÄ™tokrzyski Station,,Ostrowiec ÅšwiÄ™tokrzyski Station,Ostrowiec ÅšwiÄ™tokrzyski,,"32,700,000,000.00",11:29,,Early,,"32,700,000,000.00",1,6,18,TRUE,Ostrowiec ÅšwiÄ™tokrzyski Station
52998,cargo,Yes,67,Santa Croce sull'Arno Station,,Santa Croce sull'Arno Station,Santa Croce sull'Arno,,"21,300,000,000.00",22:13,,Boarding,,"21,300,000,000.00",2,1,9,FALSE,Santa Croce sull'Arno Station
52682,passenger,No,37,BiÃªn HÃ²a Station,,BiÃªn HÃ²a Station,BiÃªn HÃ²a,,"85,600,000,000.00",12:07,,Boarding,,"85,600,000,000.00",1,13,10,TRUE,BiÃªn HÃ²a Station
5950,cargo,Yes,55,Omsk Station,,Omsk Station,Omsk,,"91,500,000,000.00",23:02,,Scheduled,,"91,500,000,000.00",1,13,5,FALSE,Omsk Station
60554,cargo,No,43,Tanjungbalai Station,,Tanjungbalai Station,Tanjungbalai,,"52,500,000,000.00",14:48,,Early,,"52,500,000,000.00",1,4,13,TRUE,Tanjungbalai Station
32038,passenger,Yes,12,Guarulhos Station,,Guarulhos Station,Guarulhos,,"95,800,000,000.00",10:17,,On-Time,,"95,800,000,000.00",2,4,17,TRUE,Guarulhos Station
1233,passenger,Yes,28,Diadema Station,,Diadema Station,Diadema,,"69,500,000,000.00",06:50,,On-Time,,"69,500,000,000.00",1,19,17,FALSE,Diadema Station
94129,passenger,No,42,Deventer Station,,Deventer Station,Deventer,,"50,800,000,000.00",03:52,,Early,,"50,800,000,000.00",2,6,12,TRUE,Deventer Station
20432,passenger,Yes,72,Spremberg Station,,Spremberg Station,Spremberg,,"11,800,000,000.00",09:15,,Boarding,,"11,800,000,000.00",1,18,2,FALSE,Spremberg Station
89217,passenger,No,40,Stargard SzczeciÅ„ski Station,,Stargard SzczeciÅ„ski Station,Stargard SzczeciÅ„ski,,"99,500,000,000.00",08:51,,Arrived,,"99,500,000,000.00",0,18,8,TRUE,Stargard SzczeciÅ„ski Station
74332,cargo,Yes,54,Brandon Station,,Brandon Station,Brandon,,"1,730,000,000.00",13:18,,Scheduled,,"1,730,000,000.00",1,16,2,FALSE,Brandon Station
81951,passenger,No,33,Aurillac Station,,Aurillac Station,Aurillac,,"37,100,000,000.00",22:06,,Arrived,,"37,100,000,000.00",0,3,1,TRUE,Aurillac Station
86856,cargo,No,54,Diano Arentino Station,,Diano Arentino Station,Diano Arentino,,"18,600,000,000.00",09:47,,Boarding,,"18,600,000,000.00",2,1,14,FALSE,Diano Arentino Station
36426,cargo,No,62,Thames Station,,Thames Station,Thames,,"39,200,000,000.00",12:49,,Boarding,,"39,200,000,000.00",0,19,14,FALSE,Thames Station
16237,passenger,Yes,32,KÄ±rÄ±khan Station,,KÄ±rÄ±khan Station,KÄ±rÄ±khan,,"77,600,000,000.00",06:35,,On-Time,,"77,600,000,000.00",1,13,2,TRUE,KÄ±rÄ±khan Station
75568,passenger,No,56,Montrose Station,,Montrose Station,Montrose,,"61,800,000,000.00",13:23,,Scheduled,,"61,800,000,000.00",1,11,6,FALSE,Montrose Station
47096,passenger,No,50,Tolyatti Station,,Tolyatti Station,Tolyatti,,"71,400,000,000.00",11:49,,Scheduled,,"71,400,000,000.00",2,13,7,FALSE,Tolyatti Station
79143,passenger,Yes,24,Cork Station,,Cork Station,Cork,,"72,600,000,000.00",22:57,,Early,,"72,600,000,000.00",1,13,4,TRUE,Cork Station
97362,passenger,Yes,60,Los Muermos Station,,Los Muermos Station,Los Muermos,,"9,890,000,000.00",04:31,,Early,,"9,890,000,000.00",1,15,19,TRUE,Los Muermos Station
82604,cargo,No,14,Tunja Station,,Tunja Station,Tunja,,"48,200,000,000.00",01:52,,Scheduled,,"48,200,000,000.00",1,1,2,TRUE,Tunja Station
79531,cargo,Yes,56,Hudiksvall Station,,Hudiksvall Station,Hudiksvall,,"98,100,000,000.00",09:25,,Arrived,,"98,100,000,000.00",1,19,17,TRUE,Hudiksvall Station
15300,cargo,Yes,56,RezÃ© Station,,RezÃ© Station,RezÃ©,,"95,200,000,000.00",20:33,,Scheduled,,"95,200,000,000.00",2,9,12,TRUE,RezÃ© Station
14070,passenger,No,65,BollnÃ¤s Station,,BollnÃ¤s Station,BollnÃ¤s,,"64,600,000,000.00",16:43,,Scheduled,,"64,600,000,000.00",1,2,8,FALSE,BollnÃ¤s Station
97137,passenger,No,64,Rutland Station,,Rutland Station,Rutland,,"21,800,000,000.00",06:57,,On-Time,,"21,800,000,000.00",1,4,5,TRUE,Rutland Station
14538,cargo,No,14,Deutschkreutz Station,,Deutschkreutz Station,Deutschkreutz,,"93,600,000,000.00",00:31,,Scheduled,,"93,600,000,000.00",0,1,13,TRUE,Deutschkreutz Station
5575,passenger,No,31,Bad Ischl Station,,Bad Ischl Station,Bad Ischl,,"42,500,000,000.00",07:28,,Boarding,,"42,500,000,000.00",0,3,6,FALSE,Bad Ischl Station
81168,cargo,No,69,Beauvais Station,,Beauvais Station,Beauvais,,"36,400,000,000.00",05:48,,Early,,"36,400,000,000.00",2,11,5,TRUE,Beauvais Station
90952,cargo,No,39,MaganguÃ© Station,,MaganguÃ© Station,MaganguÃ©,,"48,200,000,000.00",14:31,,On-Time,,"48,200,000,000.00",0,4,3,TRUE,MaganguÃ© Station
9641,passenger,No,28,Schwedt Station,,Schwedt Station,Schwedt,,"97,900,000,000.00",21:12,,Early,,"97,900,000,000.00",1,5,6,TRUE,Schwedt Station
